bedrooms,bathrooms,sqft_living,sqft_lot,price
2,2,1300,2983,412250
3,1.5,1280,4031,185000
3,2,1840,8140,286500
4,2.5,3200,6691,422000
3,2.25,2800,35362,408000
2,1,1390,19988,306500
4,2.5,2600,5188,359900
3,2.5,1960,6058,560000
3,1,1250,21303,259875
3,1,1250,21303,385000
1,1,550,16345,188000
4,3.25,2500,5801,1142000
3,1,1250,10094,255000
4,2.75,3020,8622,1185000
4,1.75,1640,4240,635200
3,1.75,1870,8250,355000
3,2.5,1760,1755,544000
3,1.5,1320,3145,402000
4,1.5,1430,4163,575000
3,1.75,1580,9705,216000
4,3.5,4170,9748,1200000
4,3.25,3090,6744,850000
3,2,1020,1204,238000
4,1.75,2180,4431,625000
5,3.25,3350,4000,1110000
3,2.5,2510,5503,820000
3,2.5,1880,5290,355000
4,1.5,1810,7998,495000
5,2.5,4170,33310,1300000
3,2.5,2230,4000,398750
4,2.5,3650,7784,835000
6,2.75,2830,10579,705000
4,1.5,2120,5000,625000
4,2.5,2090,6926,550000
3,1.5,2600,5085,540000
2,1,830,2820,519000
4,2.5,1975,8734,311000
4,2.5,1900,7000,305000
4,2.75,2640,35070,395000
4,1.5,1610,6923,275000
3,3.25,1770,1863,450000
2,1,1070,6000,324000
5,3.25,4590,12793,2795000
4,1,1540,2452,565000
4,1.75,1590,7920,373000
2,2,1170,1890,613000
4,2.25,2880,9996,614000
4,1.75,2510,8989,595000
2,1,1280,12086,440000
3,1.5,1570,12412,425000
2,1,740,6380,407000
3,1.5,1740,9038,472000
3,2.5,1180,1262,472000
5,2.75,2960,28300,1250000
3,1.75,1880,5752,412000
3,1,1150,5000,717000
3,1,1320,7076,425000
4,2,1640,7200,299999
3,2,1470,7694,254000
3,1,900,10511,178500
3,1.75,1510,3600,800000
3,1,1440,5623,420000
2,1,1380,9251,319900
2,1.5,1150,7552,350000
6,2.75,3610,17580,968000
3,2,1250,1306,491000
3,2.5,3510,9824,948000
3,2.5,2260,9577,900000
3,1.75,2840,9800,270000
3,1.5,1430,7347,198000
2,1,1420,21158,250000
4,2.5,2120,3720,615000
3,2.5,2080,7749,550000
2,2.5,1370,3438,190000
4,2.25,1900,11171,629000
3,1.75,1660,8301,434000
3,1,1310,4163,415885
3,2.5,1840,3035,550000
1,0.75,1040,6034,272000
3,2.5,2610,35000,665000
3,2,1990,7405,510000
3,2,3080,17700,530000
3,1,1200,16000,355000
4,1,1250,9102,255000
4,2.75,2640,9000,790000
5,1.75,1790,9335,695000
2,2,1140,8400,255000
3,2.25,1790,5794,410000
4,2.75,1910,16532,650000
4,1.75,1530,3615,675000
2,2.5,1050,1029,332888
3,1.75,1730,6900,300000
4,1.5,1100,11824,320000
5,2.25,2100,10726,342500
4,2.5,2800,72309,752875
5,3.5,5000,26540,1730000
1,0.5,880,1642,255000
3,2.5,1470,9337,244000
5,3.25,3950,11438,1420000
3,1,980,12812,218000
4,1,2180,10617,359000
4,2.75,3040,13559,840000
5,3.75,4130,226076,900000
4,1.75,1850,65340,205000
3,2.5,1600,7295,205000
2,1.5,2070,5432,500000
4,2.5,3180,5405,510000
6,4.25,6900,244716,1135000
4,2.25,2640,3000,1545000
3,1.5,1920,61014,210000
3,1.75,2030,32565,597500
2,1,1140,101529,400000
3,1,1660,6992,412000
2,1.5,1390,1756,299950
4,3,2490,4325,1081000
4,2.5,2550,8824,422500
3,2,1270,10227,410000
4,3.25,2980,7000,1400000
3,2,1470,8000,245000
4,3,3550,12327,720000
2,1,780,7200,315000
2,2.5,1390,1302,191950
4,2.5,2440,5001,455000
3,1.5,1260,3135,523000
3,2.25,1640,4420,250000
3,3,1670,4120,294000
3,2.25,2380,6000,490000
4,1,1030,5750,310000
3,1.5,1560,10489,265000
4,1.75,1640,10500,402000
2,2.5,2200,188200,705000
4,2.5,3190,7941,589450
3,1.5,1200,8404,219950
3,2.25,2250,5301,750000
2,1.75,1960,6000,478000
3,1,1250,7015,170000
4,2.25,2640,31941,489950
2,2.25,2460,16940,1370000
3,2.5,1700,7000,319950
2,1,840,4200,208417
4,2,1900,5100,410000
4,2.75,2160,4205,590000
3,1.75,1610,10229,648000
3,2.5,1720,6194,255000
4,2.75,2190,3267,465000
4,1.75,3020,10714,622000
3,1.75,1980,9800,306000
3,2.5,1880,5500,617000
3,1.75,1610,6480,438750
4,3,3260,4500,1280000
5,3.25,3970,8029,995000
4,2.5,4570,74487,1580000
5,2.75,2620,5500,635000
3,1,1180,9000,215000
3,2.5,1365,1090,530000
2,1,720,4125,295000
3,2.25,1350,6775,245000
6,2.5,3060,17112,400000
3,2.75,1850,8820,303000
3,1.75,1320,9675,330000
3,1.75,1990,13000,700000
1,1,610,4400,126000
4,1,2500,35802,850000
3,2,1440,7425,405000
6,4.5,2750,4400,869900
3,1.75,1790,6775,485000
2,2,1050,1173,400000
3,2.5,1780,4650,299950
4,2.5,2200,9099,585000
4,2,1720,5413,495000
5,4.5,5840,17168,2200000
3,2.25,1520,14080,447000
3,1,1320,9239,206000
3,1,1070,4600,500000
4,2.5,1990,5511,302500
4,4.25,4980,13000,1250000
2,1,890,5423,391000
3,2,1440,5457,250000
4,2.5,2440,5350,435000
4,2.25,1800,14722,160000
5,3,2260,6508,451000
2,1,810,7158,206000
4,2.75,2240,5400,590000
3,2.5,4560,17622,695000
3,1.5,1550,40752,350000
5,3.5,3180,4628,1236300
6,2.25,2950,11200,395000
5,3,2190,9652,419000
2,2,1570,4665,592350
5,3.25,3420,5669,855000
4,2.5,2420,7200,771000
3,2.25,1570,43350,325000
5,3.25,3680,6060,1850000
4,1.75,1910,6731,545000
3,1.75,1780,5175,615000
2,1,2160,7439,625500
3,1.5,1460,15000,232000
3,1.5,1370,7439,168000
3,1.5,1370,7439,238000
3,2.5,1500,7401,260000
3,1.75,1210,7500,460000
3,2.5,2850,11535,900000
3,1,1090,8280,289950
3,1.75,1450,5858,265000
4,2.25,1820,20349,465000
3,1.5,1320,7201,370000
2,1.5,1670,9880,240000
4,2,1440,5911,232000
3,1,980,7560,237502
4,3.5,4340,5500,1280000
4,2.25,2860,11545,957000
3,1.5,1140,4875,218000
3,1.5,1120,8366,205000
3,3.25,1460,1592,350000
4,2.5,2050,5787,256000
3,1,1250,7654,275000
4,2.5,2520,9604,372000
3,3.25,2580,9825,688888
2,1,1200,24792,170000
5,2.25,2140,7910,530000
4,3.25,3440,7661,905000
4,2.5,1800,5070,365000
4,2.5,1790,10584,312000
2,1.75,1250,7680,400000
2,2,800,5765,278750
3,2,1410,11995,510000
2,2.25,1330,806,527700
4,2.75,2890,4000,740000
4,2.5,2550,17209,512000
5,2.5,2880,8216,362000
3,1,660,6600,225000
3,2.25,1470,4322,491500
4,1.75,1700,10230,429950
3,1,1040,9800,375000
2,1,880,4000,199400
4,2.5,2490,9346,364900
3,1.5,1210,7560,324950
5,2,2080,4000,467000
3,1,1380,5400,380000
3,2.25,1620,10850,250000
4,1,1680,4021,700000
3,1,1330,9620,206990
3,1.75,1730,3400,670000
2,1,790,6969,315000
3,2.5,2240,7500,319950
3,1.5,1500,8272,419000
3,2,1800,11419,205000
4,2.5,1980,4745,335000
3,1.75,1340,5100,397000
2,1,750,2020,370000
4,2.25,1790,9920,330000
4,3.5,5490,14300,1785000
3,2,1940,16300,399000
4,1.75,2670,189486,400000
3,2,1220,6404,249900
3,1.5,1310,3880,717000
4,2.5,1930,8336,319000
4,3,2100,3800,635000
3,1,1180,7573,355000
5,3.25,4320,32840,1600000
4,1.75,3140,12519,585000
3,2,2320,7800,320000
3,1.75,2110,10200,305495
4,2,1790,14690,240000
5,2.5,1740,8750,199950
4,3.25,3820,8114,1620000
3,3.5,2050,21744,770000
4,2.25,1680,3179,255000
4,2.25,1930,8925,289000
4,3,3760,8804,494500
3,2.25,2370,9619,746000
4,3,2120,13000,385000
4,2.5,2370,10513,688100
4,2.5,2350,3150,870300
3,1,1180,8474,310000
3,2.5,2270,5654,500000
3,2.25,1830,7770,255000
3,2.75,3910,7080,1475000
3,1,890,9465,154500
3,2.25,1820,8058,425000
4,2.5,2440,7491,700000
2,1,1110,3943,410500
3,2,1870,7080,432000
3,1.5,1240,4080,530000
3,2,1560,8640,465000
3,2.5,1910,5600,498688
3,1,2200,21450,573500
4,2.75,2530,13474,349900
3,1,1130,12519,220000
2,1,820,6771,260000
2,1,960,4000,290000
4,1.5,1980,3240,615000
4,3.5,3370,5638,730000
4,3.25,7420,167869,1950000
3,2.25,1800,10500,332500
5,3.5,3990,10120,650000
4,2.5,4070,7800,1400000
4,1.75,1640,7194,465000
4,3.25,3730,11820,690000
3,1.75,1220,7004,289900
3,3.5,3490,4000,1620000
3,2.5,1730,4286,339950
4,2.75,3430,8000,367999
4,2.5,2320,10079,380000
3,1.75,2030,17100,440000
5,4,4850,36450,975000
3,1.5,1340,13560,309500
3,1,1130,8201,350000
2,2,1180,2521,215000
2,1,910,6000,254000
3,1.75,1630,4275,567000
2,1,710,1173,402000
4,1,1520,80150,365000
4,2.5,2820,8408,625000
4,1.75,1970,5160,432000
5,3,2240,19090,335500
2,1.75,1860,5940,672500
4,1,1780,4310,336000
4,2.5,1788,10183,294400
3,2.5,1880,3054,541900
3,1.75,2300,11400,505000
3,2.5,1610,6176,255000
6,2.5,2270,11970,435000
2,1.75,1230,3600,636000
4,3.5,3420,33106,655000
3,1.5,1670,6988,280500
2,1,1120,6141,520000
4,2.5,2580,5476,354000
5,2.75,3847,17654,810000
4,2.5,3630,42884,400000
4,2.75,3580,12000,879900
5,4,4050,11358,1288000
3,3.5,3240,23522,902500
3,1.75,1540,8400,900000
4,2.5,2550,7200,419500
4,2,2340,6000,685000
4,2.5,2320,4524,429950
4,2.5,1640,6000,464950
2,1,910,9000,239900
4,3.25,2550,11524,406250
4,2.5,2660,8027,447000
3,2.5,1480,14250,466800
4,2.5,2810,11560,674000
1,1,830,3200,525000
3,2.75,3510,92347,674950
3,2.5,2480,4950,374900
4,3,3720,5000,1443920
3,2.25,2150,9250,559500
3,2.5,2370,7875,522500
5,2.5,4310,28008,1130000
5,2.75,2990,7420,498500
4,1,1350,4000,571000
2,2,2370,217800,543000
3,2,1410,10248,271920
2,1,1170,8254,104950
4,2.5,1800,4500,485500
4,2.75,3650,6982,1210000
3,1.75,1490,8357,260250
4,2.5,3610,13292,875909
4,1.75,2050,94525,455000
3,1,1092,7500,309000
4,2.25,2010,7688,229000
3,2,1680,7900,250000
4,2,2510,38141,600000
4,2.5,2280,65836,535000
3,2.5,2510,5186,571000
5,2.75,3190,16920,1030000
4,3.25,4690,14930,600000
3,2.25,1850,12000,469500
4,3,4160,13170,1150000
4,1.5,2220,4000,785000
3,2.5,2870,13695,872750
4,2.75,3950,10214,900000
2,1.75,1740,6620,350000
5,3,4780,20440,2575000
4,2.5,3160,39960,940000
5,1.75,1990,27810,185000
4,3.5,3920,37122,850000
3,1,960,15273,201000
2,1.5,1540,6549,499000
4,2.5,1970,5190,315000
3,2.5,1880,4668,509950
3,2.75,2000,6405,286300
3,2.5,1990,8325,590000
4,1,1400,9384,325000
4,2.5,3190,27806,625000
3,1.5,1000,6914,378000
3,1.75,1670,6900,239950
4,2,2100,4500,550000
2,1,1010,6180,325000
4,2.5,2030,3905,831000
3,1,1090,10296,249000
4,1.75,2440,16730,484000
4,3,2500,6278,395000
4,2.5,3420,7462,839900
4,2.5,2850,11000,760000
4,1.5,2030,3300,750000
5,3.75,4590,11265,3000000
3,2.5,2230,5800,440000
2,1.75,1810,7523,501000
6,4.5,4000,7500,739000
3,1.75,1490,16200,685650
4,4.5,4225,284011,1005000
4,1.75,2120,4000,980000
3,1.5,1030,7184,275000
4,1.75,2310,8045,319950
3,2.25,1830,7943,448500
5,2,2120,137565,437000
4,1.5,2500,9448,330000
3,2.5,2470,7700,365000
2,1,940,7700,329000
5,2.75,3260,11700,681500
3,2.25,1660,10140,566000
4,3,4370,217882,897500
3,2.5,2620,9112,738000
3,1.75,1500,7800,185000
2,1,910,7200,445000
3,1.75,1430,4920,175000
2,1,900,8556,315000
4,1.75,1250,7400,445000
5,3,3850,14990,1400000
4,2.5,3450,35100,832500
4,3.5,3950,12320,771150
4,1.5,1950,12559,225000
3,2.5,1700,6396,389950
3,2.5,2370,6082,435000
3,1.75,1600,2538,845000
4,1.75,4060,5500,1300000
3,2.25,1322,1796,350000
3,1.75,1140,10400,250000
2,1.5,1280,2096,370000
4,2.5,3080,4553,750000
2,1.75,1210,3000,439950
4,1.75,1950,10219,395000
4,1,1450,6820,375000
3,2.25,1590,7748,263000
3,1,1240,9198,185000
3,1,1440,54315,500000
4,2.5,3470,10045,920000
7,3.75,5100,21802,936000
3,1.75,2430,12757,1500000
3,2.25,2420,7200,1100000
3,2.5,1510,10875,247000
3,1,1200,5525,289500
3,2.5,2240,6396,432500
3,1.75,1870,4320,680000
3,1,1110,6000,589000
4,2,3210,8400,756450
3,1.75,2090,8910,536650
3,2.25,1320,1800,540000
3,1.75,1340,3850,385000
3,1,1020,6120,485000
3,2,1220,17652,240000
3,2,1220,17652,415500
3,2,1390,2688,550000
4,2,2970,5400,1260000
2,2,1440,213008,430000
2,1.75,1550,4257,415000
4,2.5,1904,8200,365000
4,1.5,1400,8500,257000
3,2.5,2140,3821,420000
3,1.75,1320,9450,338995
3,1.75,2620,8280,615000
4,0.5,2300,5570,312500
4,2.5,2000,5684,513000
4,2.75,2960,5040,857500
3,2.75,2700,22343,1060000
3,1.75,1740,9500,585000
2,2.5,1770,4950,350500
3,2,1290,9312,215000
4,2,1450,8400,440000
3,2.25,1420,7800,270000
3,0.75,1330,7020,385000
3,1.75,1760,4125,688500
3,1.75,2010,4905,700000
5,2,2560,14467,585000
2,1.5,1260,2625,401000
4,2.25,2420,7725,655000
3,1,1010,5400,317000
4,2.5,1770,8155,500000
2,1,890,6350,314963
3,1.5,1670,5060,715000
3,2.25,1360,9600,280000
3,2.5,2120,9736,531000
3,2.5,1910,4488,617000
4,1,1480,7560,440000
3,1,1090,10114,140000
4,1.75,1670,13125,661000
4,1.75,1670,13125,697000
5,2.75,3650,13297,1195000
4,2,1970,3515,535000
2,2,1320,3060,404500
3,1,1710,5110,396500
3,2.25,1740,9488,450000
3,3.25,2200,2400,605000
3,2,2010,4320,699000
3,3,3910,19023,805000
1,0.75,470,15000,156000
4,2.5,2330,7064,595000
3,1.75,1930,7200,285000
4,2.5,3270,6055,725000
3,2.5,1650,5000,216300
4,2.75,2220,8450,410000
2,1.75,2470,4600,597000
3,1,1300,9300,325000
5,2.75,2530,9375,355000
3,1.5,2400,8215,338000
4,2.25,1500,5393,210000
4,1.75,1700,9000,423000
4,1.5,2120,8554,249500
4,2.5,2240,5105,325000
3,1.75,1540,8223,257000
3,1.75,1890,100623,550000
3,1,1260,9638,490000
2,1.5,1160,3838,299000
2,1,1300,39639,295000
4,2.5,3220,14463,630000
4,1.5,2020,8474,320000
4,2.5,2990,8640,1110000
4,1,1420,6458,398000
3,1,1020,7874,218000
4,2.75,2400,104108,590000
5,3,3640,8239,1595000
2,2.25,1550,1824,348500
2,2,1870,4751,592500
3,2.5,2340,5957,505000
5,4.25,3350,3600,1430000
3,1,1710,5000,502000
2,2,1180,9265,257500
3,1.5,1600,7500,405000
3,1.75,1300,5111,427000
3,1.5,1040,9997,290000
3,1,1220,7695,222000
3,2.5,2240,6097,315000
3,1.5,1420,4500,371000
3,1.75,1580,6620,279900
3,1.5,2390,23522,250000
4,2.25,2260,29930,599000
3,1.75,1890,93218,267300
2,1.75,1830,7200,585000
3,1.75,1000,8268,350000
3,1.75,2180,7700,506000
6,2,2320,210830,400000
3,1,840,4495,151100
3,1,840,4495,251000
4,2.25,2350,8140,555000
3,1.75,2040,273556,467500
4,2.5,2370,30378,479000
5,2,1590,9350,247000
3,1,1380,10875,299500
4,1.5,1940,8970,306888
4,2.5,3320,244807,675000
2,1,1090,5265,577000
3,1.5,1650,9936,219950
3,1.5,1110,5500,375000
4,2.5,2110,6820,650000
3,3,1850,5000,975000
1,1,600,3720,229000
5,2.5,2760,4000,575000
4,1.75,2970,14880,815000
3,1.75,2300,43560,525000
3,2.5,2030,2805,471000
4,1.75,2160,4333,450000
3,2,1650,6150,590000
4,2.5,3140,7260,744000
4,2.25,2690,36114,460000
5,2.5,1940,9389,299000
4,1,1220,5120,231000
3,1,1300,9600,195000
3,1.75,1660,11500,305000
4,1.5,3390,6200,895000
4,1.5,2310,13300,1110000
2,1,950,7954,339000
4,3.75,2400,3520,885000
3,1,1780,5236,375000
4,1.5,1280,7400,367400
4,2,1930,5398,700000
5,2.25,2560,10360,667000
2,1,920,5250,200000
3,2.5,1900,18414,552775
3,2,2270,148975,452000
3,2.5,2080,16050,418000
3,1.75,1460,10128,601500
3,1.75,1670,39639,600000
4,2.5,2810,6481,340000
3,2.5,2370,6752,310000
2,1.75,1700,18000,290000
2,1,1630,9255,438000
4,2.75,2930,4408,718000
2,1,860,6600,200000
3,2,1980,12150,479900
3,2.5,2080,7877,400000
3,1,1060,10042,219950
3,2.5,1590,3381,300000
3,2.25,1980,8775,437000
4,2,1720,7210,350000
4,1.75,1350,9293,626000
3,2.5,2080,12032,490000
3,2.5,2090,4700,289000
3,2.5,2030,5100,595000
3,2.25,2680,41804,676000
3,1.75,1820,8028,389000
3,2,1300,5000,240000
4,2.5,2210,7079,382500
3,2,1400,7293,511555
3,1.75,2040,4125,710500
3,2.5,2420,49928,429000
4,1.75,1920,7500,170000
4,3.25,3860,17820,2135000
5,2.75,2760,7200,480000
4,3.75,3450,8395,1665000
3,1,1040,6535,225000
3,1.75,2220,7224,615000
4,2.5,2470,385506,438950
3,1.75,1300,9856,242000
3,2.5,1960,9686,560000
3,1.5,2040,3960,857500
4,2.5,3030,7864,685000
4,3,2260,7336,486000
3,2.5,2670,10338,749000
3,2.5,1520,6298,260000
3,1.75,3610,8502,1015000
3,1.75,1130,5111,565000
3,2,1480,2502,355000
5,2,3540,9970,775000
4,2.25,2100,7305,335000
5,4,3366,7800,1300000
3,1.75,1810,3000,545000
3,1.75,1680,4240,540000
3,1.75,2450,9377,687500
1,2,1150,9812,115000
1,2,1150,9812,227000
4,2.5,3240,7621,870000
4,2.5,3480,12164,1190000
4,2.5,2800,5000,375000
3,2.75,3240,7200,902000
2,1.5,1480,7276,269500
3,1,1700,4750,570000
2,1,1240,7590,359950
4,3.5,3720,8301,1450000
3,2.5,1910,3427,615000
4,2,2120,8701,250000
4,2.5,3020,6788,530000
3,2,2250,222156,474950
4,2,1650,6480,490000
2,1.5,880,1157,210000
3,1,1860,9225,265500
5,3.25,3840,4800,1462500
4,2.25,2192,12128,310000
3,2.5,1590,4108,324500
4,4.75,3700,11000,599000
4,2.5,3670,9958,525000
3,1,1630,10304,400000
3,3,4230,54977,887500
2,1,1060,3325,344000
3,2.5,2700,7434,525000
3,2.25,2110,8000,385000
4,2.5,3720,8633,820000
4,3.5,3440,5000,1305000
4,2.25,2420,59800,549000
3,1,1090,6771,180000
4,2.5,2910,5776,589000
3,1,1050,5518,350000
3,2,1610,7575,197400
3,2.5,1760,6477,267000
3,1.5,1540,20281,480000
4,2.5,2580,9450,650000
2,1,1370,5000,600000
2,1.75,1440,6265,490000
3,1,1410,7700,225000
3,2.25,1980,10115,640000
3,3.5,2440,3427,710000
3,2,1350,11805,325000
3,3.25,3130,28001,595000
3,1,880,7004,128750
3,2.25,1920,7300,465000
4,1.75,2700,7625,710000
4,2.75,1670,6000,605000
4,2.5,3470,20445,994000
3,2.25,1820,7326,489950
3,1.5,1310,8160,365000
3,2,1790,7212,359950
4,2.5,2460,4774,495000
3,1.5,1060,9039,255000
3,1.75,1340,10276,330000
3,1.75,1480,8394,450000
4,2.5,3500,11306,655000
4,2.75,2910,16362,485000
4,1.75,1940,15909,375000
4,2.5,2280,4534,570000
3,2.25,1190,1022,350000
3,1,1260,6000,550000
5,2,2270,8652,513000
4,2.25,1990,7320,450000
4,1.75,1500,1856,432500
5,2.75,2060,329903,432000
3,2.25,1950,8892,480000
3,1.75,1790,6980,402200
3,1,1520,10227,650000
4,2.5,3240,13044,1199500
3,2,2440,13250,312000
4,2,2220,5821,610000
5,1.75,2640,7722,823000
4,1.75,1450,3750,471000
3,2.25,1550,5511,481015
5,4.5,6200,23373,1959000
4,3.25,2810,11250,624000
4,2.5,2080,7966,480000
3,1.5,1370,8671,815000
4,2.25,2920,20400,1650000
3,1,1000,18513,180000
2,1.75,1210,9750,156601
4,2.5,2790,4650,374950
2,1.5,1660,4680,368000
3,2,1650,3952,550000
3,1.75,1300,6318,198000
3,1.75,1090,7200,345000
5,2.5,2660,6572,1712750
3,1,940,10890,185900
3,2.75,2750,18029,950000
4,4.5,3850,13551,995000
2,1,860,8250,345000
4,2.75,2070,10125,741000
2,2.25,2290,9772,737000
4,2.5,2340,6420,668750
3,1.75,2680,8625,575000
4,2,1710,5440,280000
3,1.5,1800,10050,583000
3,2.25,1510,9600,196000
3,2.5,1700,7496,349950
4,1,1350,3333,429000
5,2.5,2140,10320,270000
6,4,2700,7416,385000
1,1,920,5000,535000
3,1.75,1500,10269,352500
3,1.75,1510,5200,624000
5,1.5,1980,7958,215000
4,3,4500,21780,870000
4,2.5,3220,8256,440000
2,1.5,1140,1149,518000
3,2.25,1490,7589,259500
4,3.25,4360,91158,795127
3,1,960,9000,290000
4,3,2253,7700,385000
2,1,770,6542,259950
2,2.5,1310,2915,330000
3,1,980,7480,280000
4,2.5,1820,20011,595000
4,3.75,3980,7828,925900
3,2.25,3010,9600,499000
4,2.5,1830,7762,325000
5,2.5,2550,20875,895000
2,1,800,8960,162248
3,2.25,2890,21480,1072500
3,1.5,1810,5080,430000
3,1.5,1810,5080,615500
3,1,940,5650,260000
4,2,1810,42981,295000
3,1.75,2550,6117,1186040
4,2.5,2370,2971,749950
6,1,1370,5080,175000
6,1,1370,5080,415000
3,1,1200,8316,190000
3,1.75,2100,3264,625000
3,2.25,2020,21010,420000
4,1.5,1570,9210,339900
2,1,1140,23030,160000
4,2.5,1830,5331,353000
3,2,1010,14183,390000
4,2.5,1770,9858,675000
3,2.5,2120,3757,400000
4,3.5,3190,5040,1340000
4,2.5,2780,11904,1650000
5,3,3350,9450,1000000
5,3.5,3450,28324,850000
3,1.5,1060,6954,275000
3,2.5,1670,2589,450000
4,1.75,2251,12731,305000
3,2.5,1770,3744,643002
2,1.75,1510,4500,468000
4,2.5,1770,5000,324950
3,2,1260,7346,290000
3,2,1710,10959,488500
3,1.75,2290,8234,367950
2,1,790,6555,285000
3,2.75,1820,52889,417000
4,2.5,3180,31931,1115000
4,4,5280,17677,1550000
3,2.5,3240,33151,604000
3,2.5,2390,8102,380000
4,2.5,2500,5264,336500
4,2,2290,6000,685000
5,6,7440,21540,4208000
3,1,1600,16868,670000
2,1,1120,2000,524000
3,1,1340,10260,172000
6,2,1670,3000,680000
4,3,2830,213879,549900
4,2.75,2700,49428,357000
3,1.5,910,5120,107000
3,1.5,910,5120,232900
4,3.5,2370,3302,800000
2,1.5,880,1498,248500
3,2.5,2050,6420,670000
3,1.75,1180,21275,207000
3,1,1070,8250,164000
2,1,1380,1800,570500
3,2.25,2680,9162,599990
5,1.75,2100,9599,395000
4,3.75,4133,361548,979500
3,1,920,5546,207000
3,1,920,5546,237000
2,1,1750,60872,650100
4,2.5,1950,7350,385000
2,1.75,1660,11437,335000
4,1.5,2670,10026,347000
3,1,980,8000,204000
4,2.25,1780,10260,615000
3,2.25,2370,10890,943500
3,2,1640,7333,560000
4,2.5,2610,7254,547500
4,1.75,2030,7210,359500
3,2.5,2590,35640,660000
3,1.75,1620,7540,258000
3,1.75,2040,22693,355000
2,1,810,4800,253500
3,1,1270,8920,422500
2,2,1470,2052,239000
3,2.25,1720,8521,628000
2,2.5,1320,1957,352000
3,2.25,1358,1196,311600
4,1.5,2070,7245,235000
5,2.25,2910,9525,870000
4,1.5,1370,7904,190848
4,1.75,2340,5080,570000
4,4,2290,6250,661254
4,2,1650,5000,575000
2,0.75,650,5360,230000
3,2.25,2300,9914,680000
1,1,620,8261,148000
1,1,620,8261,244900
3,1,1400,6600,214950
3,1.5,1800,6250,580000
3,1.5,1300,7885,263000
5,2.5,2360,11375,317000
4,3,3320,13500,302000
3,1,1480,6978,899000
3,2.5,2190,11394,1289000
3,3.25,3740,136915,710000
3,1,1360,9310,230000
3,1,1210,5200,430000
5,4.25,4610,13252,1169000
3,1,860,6380,397000
3,2.5,2250,8300,595000
3,1.75,2030,10089,485000
5,2.5,3260,24300,755000
3,1,1840,8100,185000
3,1,1840,8100,340000
4,2.75,2000,5827,236000
4,2.5,2810,7549,550000
3,2,1780,5720,680000
4,2.5,2540,8706,630000
3,2,2340,3477,560000
3,2,1480,6600,385000
3,2.25,1358,1141,280000
3,2.5,1750,7490,225000
4,1.75,1830,29110,610000
3,2,1170,6750,592500
4,2.75,3170,7634,750000
4,1,1530,4875,164000
2,1,1100,8281,320000
4,2.5,2030,3974,544000
3,1.75,1870,7500,344950
3,2.5,3080,12476,539500
4,1.75,2480,60548,420000
2,1,910,22725,305000
2,1,810,5100,229000
5,3.5,3990,9938,1068000
3,2.25,1430,1383,397500
4,2,2190,8402,540000
4,2.5,2290,10186,650000
6,4,3020,13237,1900000
2,1.75,2260,280962,649000
5,2,2020,67953,287500
4,2.75,2620,4743,815000
2,2.5,2830,8630,795000
3,1.75,1700,9840,502775
2,1,1110,6411,222900
4,3,2150,64694,399950
4,2.5,2650,13684,728000
5,3.5,3870,65556,850000
4,2.75,2530,17856,525000
3,1,1450,7850,257000
3,2.5,2200,3360,433500
4,1.75,1890,9623,314950
3,1.75,1530,14633,500000
3,1.5,1590,8911,300000
4,2.5,2690,18653,645000
3,1,990,10125,222500
3,1.75,1300,8099,275000
3,1.5,1720,6570,498000
3,1.75,2080,75794,800000
3,2.5,1840,8234,297000
5,3.5,4010,6000,625000
4,2.5,3560,6187,770000
3,2.25,1640,4635,517000
1,1,530,6350,238000
3,1,1990,15375,234550
3,2.25,1690,7245,230500
5,2.5,2670,16777,585000
4,1.75,1930,3876,733000
2,1,810,3880,357950
3,1.75,1550,3680,530000
4,2.5,2640,10720,377500
4,2.5,2320,10046,475000
3,1.75,2170,73616,399000
3,2,2080,5750,660000
5,2.25,2070,10488,400000
2,1,800,4850,440000
4,2.25,2040,14383,366400
4,2.5,2830,10677,627250
3,1.75,1480,7560,375950
3,2.25,1810,6750,162000
3,2.75,1970,2600,780000
4,2.5,2650,4316,705000
4,2.5,2820,15233,450000
3,2.75,1400,7880,311000
3,2.5,1580,6065,485000
3,2.5,1800,11034,485000
5,3.75,3360,6000,725000
3,1,1510,17040,185000
4,4.25,4285,9345,1890000
3,2.25,1610,7423,260000
4,2.5,2470,5074,356000
3,1,1200,7220,225205
3,1,1260,8910,445000
2,1,920,4095,356000
5,2.75,2540,8250,760250
2,2,1870,5143,572000
3,2.25,3060,9950,970000
4,2.5,1950,8628,348450
3,1.5,1730,40250,535500
5,2.5,2570,9600,710000
3,1.75,1490,9800,745000
4,2.5,2040,8265,355000
4,2.5,2690,5505,333000
3,2.5,1610,6000,282000
3,2,2520,5400,840500
3,1.75,1550,8134,432000
3,1,1800,4800,625000
3,1,1170,6134,209977
2,1,900,13531,174000
4,2,2800,8540,740000
3,1.75,1830,4500,518000
3,1.75,1380,3225,539000
3,2.75,1990,9600,575000
2,1.75,1170,976,530000
4,1.75,1400,54014,242025
4,2.5,2620,11200,1030000
3,1,880,7500,230000
4,2.5,2260,7500,350000
3,1,1300,11520,595000
3,1.75,1450,6829,440000
3,1,1110,6000,550000
4,2.25,1890,5940,940000
3,1.5,1100,1751,375000
2,1.5,1350,4592,567500
3,2.5,3020,50800,735000
2,1,730,5200,114000
2,1,1390,3600,608000
3,1.5,2710,47419,442500
4,2,1530,5250,381800
